preço,quartos,area,zona_norte,zona_oeste,zona_sul
1700.0,2.0,58.0,1,0,0
1350.0,2.0,28.0,1,0,0
1000.0,3.0,55.0,1,0,0
1100.0,2.0,46.0,1,0,0
1650.0,2.0,45.0,1,0,0
7500.0,3.0,151.0,1,0,0
1100.0,2.0,50.0,1,0,0
1200.0,1.0,70.0,1,0,0
1400.0,3.0,74.0,1,0,0
1840.0,3.0,117.0,1,0,0
3500.0,4.0,158.0,1,0,0
3179.0,3.0,230.0,1,0,0
1940.0,2.0,62.0,1,0,0
2000.0,3.0,90.0,1,0,0
1900.0,2.0,90.0,1,0,0
1830.0,2.0,75.0,1,0,0
1300.0,2.0,65.0,1,0,0
1649.0,2.0,50.0,1,0,0
1700.0,2.0,52.0,1,0,0
2000.0,3.0,124.0,1,0,0
1390.0,1.0,59.0,1,0,0
1710.0,2.0,63.0,1,0,0
3080.0,3.0,120.0,1,0,0
1100.0,1.0,40.0,1,0,0
1400.0,2.0,48.0,1,0,0
1600.0,2.0,106.0,1,0,0
2058.0,3.0,160.0,1,0,0
3500.0,3.0,172.0,1,0,0
1050.0,2.0,58.0,1,0,0
1590.0,3.0,60.0,1,0,0
1100.0,1.0,40.0,1,0,0
1210.0,1.0,55.0,1,0,0
1500.0,2.0,71.0,1,0,0
1300.0,2.0,62.0,1,0,0
1370.0,2.0,53.0,1,0,0
2920.0,3.0,90.0,1,0,0
1300.0,2.0,62.0,1,0,0
1715.0,2.0,67.0,1,0,0
1550.0,2.0,62.0,1,0,0
1250.0,2.0,63.0,1,0,0
3190.0,2.0,65.0,1,0,0
1700.0,3.0,78.0,1,0,0
3000.0,3.0,96.0,1,0,0
2500.0,2.0,85.0,1,0,0
2297.0,3.0,60.0,1,0,0
2500.0,2.0,250.0,1,0,0
4400.0,3.0,79.0,1,0,0
2000.0,2.0,278.0,1,0,0
2300.0,2.0,50.0,1,0,0
4400.0,6.0,190.0,1,0,0
1870.0,3.0,66.0,1,0,0
1600.0,2.0,48.0,1,0,0
1650.0,3.0,70.0,1,0,0
1431.0,2.0,52.0,1,0,0
1430.0,3.0,56.0,1,0,0
1700.0,3.0,72.0,1,0,0
1340.0,1.0,34.0,1,0,0
1330.0,1.0,34.0,1,0,0
2200.0,2.0,64.0,1,0,0
3000.0,2.0,150.0,1,0,0
2200.0,2.0,52.0,1,0,0
1680.0,1.0,43.0,1,0,0
1430.0,2.0,52.0,1,0,0
1650.0,2.0,70.0,1,0,0
4400.0,2.0,940.0,1,0,0
1280.0,1.0,34.0,1,0,0
1290.0,1.0,34.0,1,0,0
1320.0,2.0,58.0,1,0,0
2000.0,2.0,64.0,1,0,0
3900.0,4.0,182.0,1,0,0
1150.0,1.0,35.0,1,0,0
1662.0,1.0,20.0,1,0,0
3000.0,1.0,42.0,1,0,0
1340.0,2.0,52.0,1,0,0
1600.0,2.0,90.0,1,0,0
4196.0,3.0,217.0,1,0,0
2500.0,3.0,176.0,1,0,0
2244.0,3.0,87.0,1,0,0
3000.0,2.0,90.0,1,0,0
1665.0,2.0,140.0,1,0,0
2300.0,2.0,72.0,1,0,0
1900.0,2.0,100.0,1,0,0
1430.0,1.0,80.0,1,0,0
1900.0,2.0,50.0,1,0,0
1500.0,1.0,105.0,1,0,0
1870.0,1.0,41.0,1,0,0
2100.0,4.0,220.0,1,0,0
2660.0,3.0,100.0,1,0,0
1700.0,2.0,65.0,1,0,0
3400.0,2.0,70.0,1,0,0
3800.0,2.0,75.0,1,0,0
1720.0,2.0,51.0,1,0,0
1720.0,2.0,37.0,1,0,0
2060.0,2.0,96.0,1,0,0
1410.0,2.0,70.0,1,0,0
1980.0,2.0,65.0,1,0,0
2300.0,1.0,49.0,1,0,0
1190.0,2.0,80.0,1,0,0
1500.0,2.0,40.0,1,0,0
2330.0,3.0,77.0,1,0,0
1350.0,2.0,100.0,1,0,0
1650.0,2.0,85.0,1,0,0
1655.0,2.0,53.0,1,0,0
2130.0,2.0,57.0,1,0,0
1700.0,2.0,50.0,1,0,0
1070.0,2.0,60.0,1,0,0
1460.0,3.0,70.0,1,0,0
8500.0,4.0,320.0,1,0,0
1500.0,2.0,61.0,1,0,0
2050.0,2.0,62.0,1,0,0
6500.0,2.0,90.0,1,0,0
1010.0,1.0,60.0,1,0,0
1700.0,2.0,50.0,1,0,0
3500.0,1.0,48.0,1,0,0
1550.0,2.0,51.0,1,0,0
1550.0,2.0,37.0,1,0,0
1870.0,2.0,54.0,1,0,0
3500.0,4.0,143.0,1,0,0
1268.0,2.0,62.0,1,0,0
1000.0,2.0,50.0,1,0,0
1100.0,1.0,70.0,1,0,0
1050.0,1.0,25.0,1,0,0
1800.0,3.0,200.0,1,0,0
1650.0,3.0,62.0,1,0,0
1100.0,1.0,45.0,1,0,0
1162.0,1.0,70.0,1,0,0
2200.0,2.0,110.0,1,0,0
1800.0,2.0,45.0,1,0,0
1050.0,1.0,25.0,1,0,0
1500.0,1.0,38.0,1,0,0
1339.0,1.0,62.0,1,0,0
1200.0,2.0,75.0,1,0,0
1240.0,2.0,50.0,1,0,0
1310.0,3.0,97.0,1,0,0
1500.0,2.0,56.0,1,0,0
1300.0,2.0,54.0,1,0,0
1300.0,2.0,50.0,1,0,0
1850.0,3.0,102.0,1,0,0
1400.0,2.0,50.0,1,0,0
1280.0,2.0,50.0,1,0,0
2000.0,1.0,28.0,1,0,0
1550.0,3.0,72.0,1,0,0
1200.0,2.0,65.0,1,0,0
1000.0,2.0,50.0,1,0,0
1080.0,3.0,63.0,1,0,0
2080.0,3.0,105.0,1,0,0
1810.0,3.0,60.0,1,0,0
1500.0,2.0,47.0,1,0,0
1600.0,2.0,70.0,1,0,0
1300.0,1.0,56.0,1,0,0
1450.0,2.0,52.0,1,0,0
2200.0,1.0,42.0,1,0,0
1095.0,3.0,78.0,1,0,0
1500.0,2.0,85.0,1,0,0
1269.0,2.0,72.0,1,0,0
1150.0,2.0,58.0,1,0,0
7200.0,3.0,440.0,1,0,0
2800.0,1.0,90.0,1,0,0
2660.0,2.0,68.0,1,0,0
2270.0,3.0,67.0,1,0,0
1900.0,2.0,68.0,1,0,0
2897.0,3.0,122.0,1,0,0
1030.0,1.0,50.0,1,0,0
1740.0,2.0,70.0,1,0,0
4030.0000000000014,5.0,480.0,1,0,0
1670.0,3.0,68.0,1,0,0
2100.0,2.0,65.0,1,0,0
7280.0,4.0,250.0,1,0,0
1900.0,3.0,65.0,1,0,0
1210.0,1.0,32.0,1,0,0
1220.0,1.0,30.0,1,0,0
1700.0,2.0,63.0,1,0,0
2400.0,1.0,49.0,1,0,0
2500.0,2.0,300.0,1,0,0
1400.0,2.0,70.0,0,0,1
2000.0,2.0,40.0,0,0,1
1100.0,1.0,31.0,0,0,1
2350.0,1.0,38.0,0,0,1
2700.0,1.0,46.0,0,0,1
7500.0,4.0,158.0,0,0,1
1500.0,3.0,70.0,0,0,1
1243.0,1.0,50.0,0,0,1
7500.0,2.0,84.0,0,0,1
1650.0,3.0,66.0,0,0,1
1490.0,2.0,59.0,0,0,1
1750.0,2.0,82.0,0,0,1
3880.0,3.0,200.0,0,0,1
3000.0,1.0,44.0,0,0,1
3200.0,3.0,120.0,0,0,1
1750.0,2.0,150.0,0,0,1
2000.0,2.0,47.0,0,0,1
1450.0,2.0,45.0,0,0,1
1750.0,1.0,55.0,0,0,1
2700.0,2.0,90.0,0,0,1
2805.0,3.0,71.0,0,0,1
1124.0,2.0,50.0,0,0,1
2000.0,3.0,116.0,0,0,1
1140.0,2.0,50.0,0,0,1
2000.0,2.0,74.0,0,0,1
5500.0,3.0,117.0,0,0,1
1500.0,2.0,100.0,0,0,1
1140.0,2.0,56.0,0,0,1
1100.0,2.0,48.0,0,0,1
3190.0,1.0,48.0,0,0,1
2145.0,4.0,126.0,0,0,1
1930.0,2.0,63.0,0,0,1
4070.0000000000014,4.0,244.0,0,0,1
1931.0,2.0,82.0,0,0,1
1100.0,1.0,33.0,0,0,1
2500.0,2.0,50.0,0,0,1
2000.0,1.0,48.0,0,0,1
2160.0,2.0,74.0,0,0,1
2800.0,2.0,50.0,0,0,1
1470.0,2.0,48.0,0,0,1
1830.0,2.0,56.0,0,0,1
2400.0,1.0,54.0,0,0,1
4400.0,1.0,49.0,0,0,1
4730.0,2.0,79.0,0,0,1
2800.0,3.0,65.0,0,0,1
1520.0,1.0,35.0,0,0,1
2420.0,1.0,45.0,0,0,1
4000.0,3.0,200.0,0,0,1
1250.0,2.0,60.0,0,0,1
2680.0,3.0,200.0,0,0,1
1500.0,2.0,90.0,0,0,1
2750.0,2.0,64.0,0,0,1
3200.0,2.0,67.0,0,0,1
2240.0,2.0,57.0,0,0,1
1430.0,2.0,53.0,0,0,1
4000.0,1.0,30.0,0,0,1
1658.0,1.0,56.0,0,0,1
6000.0,3.0,125.0,0,0,1
1450.0,1.0,17.0,0,0,1
2390.0,1.0,30.0,0,0,1
3800.0,2.0,95.0,0,0,1
3180.0,2.0,65.0,0,0,1
2581.0,1.0,43.0,0,0,1
1200.0,2.0,62.0,0,0,1
2200.0,4.0,150.0,0,0,1
3300.0,3.0,123.0,0,0,1
3400.0,2.0,55.0,0,0,1
2267.0,1.0,53.0,0,0,1
4500.0,3.0,150.0,0,0,1
3300.0,1.0,47.0,0,0,1
2324.0,3.0,84.0,0,0,1
2900.0,3.0,100.0,0,0,1
5445.0,3.0,100.0,0,0,1
3300.0,2.0,80.0,0,0,1
2200.0,2.0,52.0,0,0,1
1980.0,1.0,40.0,0,0,1
2500.0,1.0,34.0,0,0,1
1640.0,1.0,27.0,0,0,1
3300.0,2.0,70.0,0,0,1
2950.0,1.0,35.0,0,0,1
2200.0,2.0,76.0,0,0,1
4000.0,1.0,45.0,0,0,1
3500.0,3.0,105.0,0,0,1
1900.0,2.0,58.0,0,0,1
2201.0,5.0,273.0,0,0,1
1716.0,3.0,69.0,0,0,1
2750.0,3.0,72.0,0,0,1
3750.0,2.0,95.0,0,0,1
7400.0,3.0,250.0,0,0,1
1800.0,2.0,80.0,0,0,1
3000.0,1.0,57.0,0,0,1
1700.0,2.0,70.0,0,0,1
3500.0,1.0,45.0,0,0,1
1280.0,1.0,65.0,0,0,1
1950.0,2.0,49.0,0,0,1
4900.0,3.0,300.0,0,0,1
2950.0,1.0,54.0,0,0,1
2800.0,3.0,121.0,0,0,1
12000.0,3.0,280.0,0,0,1
12500.0,5.0,424.0,0,0,1
4370.0,4.0,190.0,0,0,1
2125.0,2.0,73.0,0,0,1
3500.0,2.0,110.0,0,0,1
3000.0,3.0,72.0,0,0,1
3200.0,2.0,88.0,0,0,1
8250.0,3.0,150.0,0,0,1
1256.0,1.0,15.0,0,0,1
2500.0,1.0,35.0,0,0,1
2800.0,1.0,35.0,0,0,1
2130.0,3.0,65.0,0,0,1
2325.0,1.0,38.0,0,0,1
4000.0,2.0,72.0,0,0,1
2050.0,2.0,75.0,0,0,1
4290.0,3.0,109.0,0,0,1
1810.0,3.0,72.0,0,0,1
2080.0,1.0,38.0,0,0,1
4700.0,3.0,155.0,0,0,1
3400.0,3.0,73.0,0,0,1
1800.0,3.0,72.0,0,0,1
3800.0,3.0,147.0,0,0,1
3190.0,1.0,27.0,0,0,1
1300.0,3.0,73.0,0,0,1
12683.0,5.0,700.0,0,0,1
1400.0,2.0,60.0,0,0,1
1705.0,2.0,99.0,0,0,1
3300.0,3.0,200.0,0,0,1
2950.0,2.0,150.0,0,0,1
3000.0,4.0,200.0,0,0,1
1760.0,2.0,90.0,0,0,1
4950.0,5.0,235.0,0,0,1
1867.0,2.0,54.0,0,0,1
3900.0,3.0,126.0,0,0,1
1350.0,2.0,62.0,0,0,1
3100.0,1.0,33.0,0,0,1
1210.0,2.0,50.0,0,0,1
3500.0,3.0,73.0,0,0,1
3500.0,1.0,33.0,0,0,1
8000.0,3.0,180.0,0,0,1
2200.0,1.0,33.0,0,0,1
5900.0,3.0,137.0,0,0,1
2800.0,2.0,106.0,0,0,1
2500.0,1.0,39.0,0,0,1
3255.0,3.0,167.0,0,0,1
2000.0,3.0,96.0,0,0,1
2570.0,2.0,75.0,0,0,1
3850.0,3.0,92.0,0,0,1
2200.0,1.0,37.0,0,0,1
2500.0,2.0,98.0,0,0,1
6600.0,4.0,400.0,0,0,1
2750.0,2.0,85.0,0,0,1
5600.0,3.0,84.0,0,0,1
4400.0,5.0,200.0,0,0,1
2860.0,3.0,95.0,0,0,1
2700.0,3.0,64.0,0,0,1
8250.0,3.0,170.0,0,0,1
1600.0,3.0,72.0,0,0,1
13200.0,3.0,229.0,0,0,1
2300.0,3.0,61.0,0,0,1
2200.0,3.0,100.0,0,0,1
4510.0,3.0,165.0,0,0,1
2530.0,3.0,93.0,0,0,1
6600.0,3.0,130.0,0,0,1
2700.0,2.0,75.0,0,0,1
3200.0,3.0,116.0,0,0,1
2400.0,3.0,70.0,0,0,1
3200.0,1.0,53.0,0,0,1
3600.0,2.0,70.0,0,0,1
4070.0000000000014,3.0,168.0,0,0,1
3850.0,1.0,40.0,0,0,1
3300.0,1.0,45.0,0,0,1
3200.0,1.0,50.0,0,0,1
6900.0,3.0,140.0,0,0,1
3300.0,4.0,126.0,0,0,1
2200.0,2.0,56.0,0,0,1
4000.0,3.0,105.0,0,0,1
11550.0,3.0,148.0,0,0,1
3800.0,2.0,77.0,0,0,1
2900.0,3.0,82.0,0,0,1
6300.0,3.0,137.0,0,0,1
2750.0,3.0,168.0,0,0,1
3500.0,3.0,180.0,0,0,1
4000.0,3.0,82.0,0,0,1
2420.0,3.0,80.0,0,0,1
3080.0,3.0,84.0,0,0,1
11500.0,3.0,165.0,0,0,1
2600.0,3.0,90.0,0,0,1
3410.0,3.0,200.0,0,0,1
1800.0,3.0,71.0,0,0,1
3300.0,3.0,97.0,0,0,1
2300.0,2.0,56.0,0,0,1
1800.0,2.0,80.0,0,0,1
2300.0,1.0,45.0,0,0,1
1100.0,2.0,42.0,0,0,0
2530.0,2.0,120.0,0,0,0
1400.0,3.0,85.0,0,0,0
1200.0,2.0,50.0,0,0,0
1100.0,1.0,27.0,0,0,0
1000.0,1.0,70.0,0,0,0
1150.0,3.0,73.0,0,0,0
1300.0,3.0,60.0,0,0,0
1550.0,1.0,30.0,0,0,0
1100.0,1.0,64.0,0,0,0
1370.0,2.0,78.0,0,0,0
2200.0,3.0,124.0,0,0,0
4500.0,3.0,250.0,0,0,0
1100.0,2.0,60.0,0,0,0
1200.0,2.0,43.0,0,0,0
1100.0,2.0,48.0,0,0,0
1900.0,2.0,56.0,0,0,0
1210.0,1.0,35.0,0,0,0
2000.0,3.0,108.0,0,0,0
1000.0,2.0,70.0,0,0,0
1280.0,2.0,57.0,0,0,0
1485.0,2.0,75.0,0,0,0
1000.0,3.0,70.0,0,0,0
3300.0,3.0,82.0,0,0,0
1275.0,2.0,60.0,0,0,0
2100.0,2.0,60.0,0,0,0
2100.0,3.0,72.0,0,0,0
1700.0,2.0,55.0,0,0,0
1200.0,1.0,35.0,0,0,0
1800.0,2.0,90.0,0,0,0
2970.0,3.0,68.0,0,0,0
3400.0,3.0,80.0,0,0,0
1200.0,2.0,70.0,0,0,0
2100.0,3.0,150.0,0,0,0
1980.0,2.0,100.0,0,0,0
1350.0,2.0,70.0,0,0,0
2200.0,2.0,66.0,0,0,0
1500.0,3.0,80.0,0,0,0
4500.0,3.0,202.0,0,0,0
1200.0,3.0,56.0,0,0,0
1800.0,2.0,65.0,0,0,0
1500.0,3.0,80.0,0,0,0
1300.0,2.0,63.0,0,0,0
2000.0,2.0,100.0,0,0,0
2200.0,2.0,100.0,0,0,0
1500.0,2.0,6.0,0,0,0
2200.0,2.0,56.0,0,0,0
1390.0,2.0,55.0,0,0,0
2769.0,2.0,108.0,0,0,0
1600.0,3.0,100.0,0,0,0
1500.0,2.0,150.0,0,0,0
1100.0,2.0,45.0,0,0,0
1700.0,2.0,60.0,0,0,0
3800.0,5.0,298.0,0,0,0
5500.0,3.0,350.0,0,0,0
3100.0,2.0,104.0,0,0,0
1400.0,2.0,56.0,0,0,0
1910.0,2.0,82.0,0,0,0
3720.0,3.0,194.0,0,0,0
3500.0,2.0,260.0,0,0,0
2300.0,3.0,74.0,0,0,0
1000.0,1.0,30.0,0,0,0
2640.0,2.0,79.0,0,0,0
1296.0,2.0,45.0,0,0,0
2197.0,2.0,115.0,0,0,0
2150.0,2.0,52.0,0,0,0
2200.0,3.0,91.0,0,0,0
1392.0,1.0,43.0,0,0,0
2420.0,3.0,59.0,0,0,0
1540.0,2.0,48.0,0,0,0
2750.0,3.0,145.0,0,0,0
2526.0,4.0,160.0,0,0,0
3080.0,3.0,136.0,0,0,0
7000.0,3.0,141.0,0,0,0
1250.0,1.0,38.0,0,0,0
2750.0,3.0,110.0,0,0,0
3616.0,4.0,261.0,0,0,0
1430.0,2.0,45.0,0,0,0
3300.0,3.0,110.0,0,0,0
2000.0,2.0,65.0,0,0,0
2090.0,1.0,30.0,0,0,0
1700.0,1.0,45.0,0,0,0
1850.0,2.0,82.0,0,0,0
3200.0,2.0,72.0,0,0,0
8000.0,3.0,210.0,0,0,0
3630.0,3.0,170.0,0,0,0
2500.0,2.0,58.0,0,0,0
1000.0,2.0,64.0,0,0,0
2800.0,3.0,70.0,0,0,0
3300.0,2.0,50.0,0,0,0
2200.0,2.0,41.0,0,0,0
1200.0,2.0,56.0,0,0,0
1275.0,2.0,60.0,0,0,0
1700.0,2.0,46.0,0,0,0
2200.0,2.0,50.0,0,0,0
1760.0,2.0,61.0,0,0,0
1760.0,2.0,61.0,0,0,0
1250.0,1.0,40.0,0,0,0
2860.0,2.0,80.0,0,0,0
2400.0,2.0,130.0,0,0,0
1233.0,2.0,64.0,0,0,0
3000.0,2.0,90.0,0,0,0
1870.0,2.0,92.0,0,0,0
1430.0,1.0,35.0,0,0,0
1210.0,1.0,35.0,0,0,0
2970.0,3.0,115.0,0,0,0
1650.0,2.0,80.0,0,0,0
1100.0,2.0,45.0,0,0,0
2420.0,2.0,53.0,0,0,0
2080.0,1.0,50.0,0,0,0
1950.0,3.0,153.0,0,0,0
1000.0,2.0,52.0,0,0,0
3462.0,3.0,170.0,0,0,0
2200.0,3.0,140.0,0,0,0
2660.0,3.0,200.0,0,0,0
2100.0,2.0,70.0,0,0,0
1200.0,1.0,33.0,0,0,0
1435.0,2.0,65.0,0,0,0
1540.0,1.0,100.0,0,0,0
1000.0,2.0,70.0,0,0,0
1435.0,2.0,65.0,0,0,0
1435.0,2.0,65.0,0,0,0
2100.0,2.0,70.0,0,0,0
1400.0,1.0,28.0,0,0,0
1440.0,2.0,50.0,0,0,0
1655.0,2.0,45.0,0,0,0
2800.0,2.0,120.0,0,0,0
2400.0,1.0,37.0,0,0,0
2200.0,2.0,80.0,0,0,0
2090.0,2.0,55.0,0,0,0
1850.0,2.0,55.0,0,0,0
5500.0,4.0,340.0,0,0,0
1920.0,3.0,250.0,0,0,0
4000.0,2.0,180.0,0,0,0
4500.0,2.0,202.0,0,0,0
3100.0,2.0,71.0,0,0,0
2020.0,2.0,57.0,0,0,0
1200.0,2.0,44.0,0,0,0
1600.0,2.0,48.0,0,0,0
4800.0,3.0,303.0,0,0,0
2735.0,2.0,65.0,0,0,0
2250.0,1.0,45.0,0,0,0
1540.0,2.0,70.0,0,0,0
1450.0,1.0,32.0,0,0,0
2600.0,3.0,67.0,0,0,0
5100.0,3.0,126.0,0,0,0
1200.0,1.0,50.0,0,0,0
1397.0,1.0,70.0,0,0,0
1300.0,1.0,53.0,0,0,0
1350.0,1.0,26.0,0,0,0
1700.0,1.0,56.0,0,0,0
1700.0,2.0,62.0,0,0,0
1160.0,2.0,48.0,0,0,0
2400.0,3.0,67.0,0,0,0
2330.0,3.0,90.0,0,0,0
1350.0,2.0,40.0,0,0,0
1591.0,2.0,60.0,0,0,0
4000.0,2.0,90.0,0,0,0
2890.0,2.0,52.0,0,0,0
1003.0,1.0,33.0,0,0,0
1200.0,1.0,50.0,0,0,0
1120.0,2.0,35.0,0,0,0
1800.0,1.0,142.0,0,0,0
1197.0,1.0,18.0,0,0,0
1000.0,2.0,45.0,0,0,0
1600.0,3.0,158.0,0,0,0
1000.0,1.0,45.0,0,0,0
2200.0,3.0,75.0,0,0,0
1550.0,3.0,63.0,0,0,0
2000.0,2.0,77.0,0,1,0
7500.0,4.0,215.0,0,1,0
7500.0,3.0,167.0,0,1,0
1450.0,1.0,60.0,0,1,0
1250.0,1.0,20.0,0,1,0
1440.0,2.0,50.0,0,1,0
2200.0,2.0,55.0,0,1,0
2250.0,1.0,34.0,0,1,0
1100.0,2.0,50.0,0,1,0
3600.0,3.0,110.0,0,1,0
2400.0,2.0,55.0,0,1,0
2800.0,2.0,69.0,0,1,0
2100.0,2.0,65.0,0,1,0
1500.0,2.0,90.0,0,1,0
1810.0,1.0,50.0,0,1,0
2800.0,1.0,34.0,0,1,0
3550.0,1.0,93.0,0,1,0
2300.0,1.0,98.0,0,1,0
2980.0,2.0,70.0,0,1,0
3000.0,3.0,138.0,0,1,0
2800.0,1.0,85.0,0,1,0
3000.0,3.0,79.0,0,1,0
1760.0,2.0,53.0,0,1,0
5700.0,2.0,85.0,0,1,0
3300.0,4.0,180.0,0,1,0
2800.0,1.0,31.0,0,1,0
1900.0,2.0,56.0,0,1,0
3500.0,2.0,96.0,0,1,0
5500.0,3.0,136.0,0,1,0
1900.0,2.0,78.0,0,1,0
2344.0,1.0,90.0,0,1,0
3300.0,2.0,94.0,0,1,0
1650.0,3.0,63.0,0,1,0
3300.0,3.0,106.0,0,1,0
3040.0,1.0,43.0,0,1,0
2570.0,3.0,64.0,0,1,0
2200.0,2.0,70.0,0,1,0
1347.0,2.0,50.0,0,1,0
4300.0,2.0,120.0,0,1,0
2950.0,2.0,127.0,0,1,0
2200.0,3.0,64.0,0,1,0
6950.0,3.0,150.0,0,1,0
1400.0,2.0,55.0,0,1,0
2350.0,3.0,75.0,0,1,0
2430.0,3.0,85.0,0,1,0
1864.0,2.0,98.0,0,1,0
2700.0,2.0,75.0,0,1,0
4580.0,3.0,95.0,0,1,0
6500.0,1.0,112.0,0,1,0
4800.0,2.0,125.0,0,1,0
1800.0,1.0,31.0,0,1,0
9560.0,3.0,330.0,0,1,0
2500.0,3.0,74.0,0,1,0
2100.0,3.0,62.0,0,1,0
4400.0,3.0,179.0,0,1,0
1620.0,3.0,110.0,0,1,0
1900.0,2.0,90.0,0,1,0
4500.0,2.0,63.0,0,1,0
6000.0,2.0,130.0,0,1,0
5740.0,3.0,270.0,0,1,0
3520.0,3.0,321.0,0,1,0
3500.0,3.0,62.0,0,1,0
3220.0,3.0,115.0,0,1,0
1600.0,2.0,68.0,0,1,0
2700.0,2.0,100.0,0,1,0
3200.0,3.0,120.0,0,1,0
5500.0,2.0,95.0,0,1,0
15000.0,4.0,450.0,0,1,0
1500.0,2.0,34.0,0,1,0
4200.0,3.0,184.0,0,1,0
1100.0,2.0,57.0,0,1,0
3900.0,1.0,37.0,0,1,0
5500.0,3.0,92.0,0,1,0
2200.0,2.0,53.0,0,1,0
3329.0,3.0,170.0,0,1,0
3900.0,3.0,103.0,0,1,0
7500.0,4.0,208.0,0,1,0
6050.0,4.0,391.0,0,1,0
3500.0,3.0,91.0,0,1,0
4300.0,3.0,130.0,0,1,0
3000.0,3.0,157.0,0,1,0
2200.0,3.0,60.0,0,1,0
4147.0,3.0,91.0,0,1,0
2500.0,3.0,91.0,0,1,0
4250.0,2.0,56.0,0,1,0
3300.0,2.0,65.0,0,1,0
3025.0,1.0,70.0,0,1,0
2074.0,2.0,50.0,0,1,0
3025.0,2.0,67.0,0,1,0
2420.0,2.0,56.0,0,1,0
2530.0,1.0,25.0,0,1,0
1400.0,1.0,30.0,0,1,0
2200.0,2.0,50.0,0,1,0
1320.0,2.0,68.0,0,1,0
1430.0,2.0,75.0,0,1,0
1600.0,2.0,68.0,0,1,0
2970.0,2.0,68.0,0,1,0
4620.0,5.0,250.0,0,1,0
4950.0,3.0,100.0,0,1,0
2497.0,2.0,54.0,0,1,0
2750.0,3.0,70.0,0,1,0
1600.0,1.0,30.0,0,1,0
3300.0,3.0,142.0,0,1,0
1500.0,2.0,58.0,0,1,0
2730.0,3.0,64.0,0,1,0
5400.0,3.0,119.0,0,1,0
5347.0,1.0,125.0,0,1,0
7300.0,3.0,160.0,0,1,0
7200.0,2.0,90.0,0,1,0
3535.0,1.0,51.0,0,1,0
1600.0,2.0,50.0,0,1,0
5000.0,3.0,209.0,0,1,0
1990.0,3.0,70.0,0,1,0
3450.0,3.0,79.0,0,1,0
4700.0,3.0,93.0,0,1,0
2660.0,2.0,73.0,0,1,0
7000.0,3.0,110.0,0,1,0
4400.0,2.0,66.0,0,1,0
2500.0,1.0,39.0,0,1,0
2000.0,1.0,65.0,0,1,0
4000.0,2.0,70.0,0,1,0
1900.0,2.0,46.0,0,1,0
3750.0,1.0,41.0,0,1,0
1512.0,1.0,29.0,0,1,0
2700.0,2.0,68.0,0,1,0
1800.0,1.0,42.0,0,1,0
1680.0,1.0,42.0,0,1,0
2420.0,2.0,75.0,0,1,0
3245.0,1.0,28.0,0,1,0
1300.0,1.0,37.0,0,1,0
4796.0,2.0,74.0,0,1,0
1750.0,1.0,50.0,0,1,0
4500.0,2.0,114.0,0,1,0
8300.0,4.0,170.0,0,1,0
2000.0,2.0,46.0,0,1,0
2560.0,2.0,78.0,0,1,0
2800.0,2.0,62.0,0,1,0
6000.0,4.0,300.0,0,1,0
12500.0,4.0,207.0,0,1,0
4300.0,2.0,57.0,0,1,0
5000.0,1.0,74.0,0,1,0
2300.0,1.0,45.0,0,1,0
4540.0,1.0,56.0,0,1,0
2300.0,1.0,45.0,0,1,0
4300.0,2.0,74.0,0,1,0
1769.0,2.0,87.0,0,1,0
4500.0,2.0,67.0,0,1,0
2100.0,3.0,60.0,0,1,0
3190.0,2.0,74.0,0,1,0
2400.0,2.0,140.0,0,1,0
3500.0,3.0,88.0,0,1,0
9500.0,2.0,121.0,0,1,0
3880.0,4.0,141.0,0,1,0
6200.0,4.0,300.0,0,1,0
3190.0,3.0,68.0,0,1,0
3400.0,2.0,80.0,0,1,0
7000.0,3.0,190.0,0,1,0
4900.0,2.0,125.0,0,1,0
7500.0,2.0,70.0,0,1,0
4700.0,3.0,120.0,0,1,0
1700.0,2.0,44.0,0,1,0
2640.0,2.0,70.0,0,1,0
10630.0,4.0,380.0,0,1,0
2600.0,1.0,34.0,0,1,0
2500.0,1.0,24.0,0,1,0
1870.0,4.0,140.0,0,1,0
3980.0,4.0,103.0,0,1,0
2800.0,3.0,150.0,0,1,0
15000.0,3.0,330.0,0,1,0
1920.0,2.0,150.0,0,1,0
7200.0,2.0,98.0,0,1,0
9000.0,3.0,450.0,0,1,0
3280.0,3.0,142.0,0,1,0
2500.0,2.0,70.0,0,1,0
1500.0,2.0,40.0,0,1,0
2800.0,1.0,34.0,0,1,0
3643.0,1.0,40.0,0,1,0
2400.0,2.0,50.0,0,1,0
4200.0,1.0,40.0,0,1,0
1700.0,4.0,105.0,0,1,0
2650.0,3.0,125.0,0,1,0
4600.0,1.0,35.0,0,1,0
10140.0,4.0,130.0,0,1,0
3300.0,3.0,85.0,0,1,0
2000.0,2.0,53.0,0,1,0
3400.0,3.0,91.0,0,1,0
2529.0,2.0,80.0,0,1,0
2990.0,2.0,50.0,0,1,0
6380.0,3.0,178.0,0,1,0
2679.0,3.0,74.0,0,1,0
15000.0,5.0,300.0,0,1,0
13000.0,4.0,500.0,0,1,0
